Ratings,No_of_ratings,Operating_system,Screen_size(inches),Display_type,Touchscreen,Processor_speed(GHz),Cache_memory(MBs),RAM(Gig),RAM_max,Memory_slots,RAM_speed(MHz),Harddrive_type,Harddrive_capacity(Gig),Weight(kg),Warranty,Optical_Drive,Adapter(watts),Battery_cells,Battery_type,Battery_life(Hrs),Fingerprint,Screen_pixel_density(width),Screen_pixel_density(height),Processor_brand,Processor_cores,Graphics_brand,Length(mm),Width(mm),Height(mm),USB(2.0),USB(2.0)_ports,Bluetooth_,Bluetooth_version,USB(typeC),USB(typeC)_ports,Keyboard_backlit,Brand
4.4,286.0,Windows,14.0, LED , No ,2.7,4.0,8.0,,1.0,2666.0,nan,512.0,1.47,1.0,No,65.0,3.0,Li-Ion,,No,1920,1080,AMD,4.0,AMD Graphics,324.0,225.0,17.9,Yes,2.0,Yes,4.2,Yes,1.0,,HP
4.2,10.0,Windows,15.6, LED , No ,1.6,6.0,8.0,32.0,2.0,2133.0,HDD,1000.0,1.8,1.0,No,65.0,4.0,Li-Ion,7.0,No,1920,1080,Intel,6.0,Intel Graphics,363.4,247.5,17.9,Yes,2.0,Yes,5.0,Yes,1.0,,Acer
4.5,4.0,Windows,15.6, LED , No ,2.5,8.0,4.0,8.0,1.0,2933.0,nan,512.0,2.3,1.0,No,60.0,4.0,Li-Ion,,No,1920,1080,Intel,6.0,NVIDIA,363.06,259.61,26.1,nan,,Yes,5.0,Yes,1.0,yes,Lenovo
,,Windows,15.6, LED , No ,1.2,4.0,4.0,,1.0,,nan,256.0,1.85,1.0,No,,,Li-Ion,,No,1366,768,Intel,4.0,Intel Graphics,362.2,252.0,20.0,Yes,1.0,Yes,4.2,nan,,,Lenovo
4.3,25.0,Windows,15.6, LED , No ,2.4,8.0,6.0,8.0,1.0,2666.0,nan,1000.0,2.3,1.0,No,65.0,3.0,Li-Po,,No,1920,1080,Intel,6.0,NVIDIA,365.0,260.0,25.9,nan,,Yes,4.2,Yes,1.0,,Lenovo
4.5,18.0,Windows,15.6, LED , No ,2.4,8.0,16.0,,1.0,,nan,512.0,1.7,1.0,nan,45.0,3.0,Li-Ion,,No,1920,1080,Intel,6.0,Intel Graphics,365.0,240.0,19.0,Yes,1.0,Yes,5.1,nan,,,Lenovo
4.0,155.0,Windows,13.0, LED , Yes ,1.6,6.0,8.0,,2.0,,nan,512.0,1.65,1.0,No,65.0,4.0,Li-Po,,nan,1920,1080,Intel,6.0,Intel Graphics,328.0,229.0,17.9,nan,,Yes,5.0,Yes,1.0,,Lenovo
5.0,1.0,Windows,14.0, LED , No ,1.6,6.0,2.0,8.0,2.0,2666.0,nan,512.0,1.5,1.0,No,,3.0,Li-Ion,,No,1920,1080,Intel,6.0,NVIDIA,328.6,235.9,18.0,Yes,1.0,Yes,4.0,Yes,1.0,yes,Acer
,,Windows,13.3, LED , No ,2.7,4.0,8.0,,1.0,2133.0,HDD,1000.0,2.1,1.0,Yes,48.0,4.0,Li-Ion,,Yes,1366,768,Intel,4.0,Intel Graphics,,,,Yes,2.0,Yes,4.2,No,,,HP
4.5,2.0,Windows,15.6, LED , No ,,8.0,4.0,8.0,1.0,3200.0,HDD,1000.0,2.23,1.0,No,150.0,3.0,Li-Po,,nan,1920,1080,Intel,6.0,NVIDIA,360.0,256.0,23.4,Yes,1.0,Yes,5.2,Yes,1.0,,HP
5.0,3.0,Windows,13.3, LED , No ,,12.0,16.0,,1.0,3200.0,nan,1000.0,1.24,1.0,nan,65.0,3.0,Li-Po,,Yes,1920,1080,Intel,,Intel Graphics,309.0,205.0,17.7,Yes,1.0,Yes,5.0,Yes,1.0,,HP
3.8,1434.0,Windows,15.6, LED , No ,2.6,5.0,8.0,,1.0,2400.0,HDD,1000.0,1.76,1.0,No,65.0,3.0,Li-Ion,,nan,1920,1080,AMD,2.0,AMD Graphics,358.0,242.0,19.9,nan,,Yes,4.2,Yes,1.0,,HP
,,Windows,15.6, LED , No ,2.4,8.0,3.0,8.0,1.0,2400.0,HDD,1000.0,2.19,1.0,No,45.0,,Li-Ion,9.0,No,1920,1080,Intel,6.0,NVIDIA,363.0,254.6,23.9,Yes,2.0,Yes,4.2,Yes,1.0,yes,Lenovo
4.2,1208.0, Google Chrome ,15.6, LED , No ,1.1,2.0,4.0,,1.0,2400.0,nan,32.0,1.45,1.0,No,38.0,2.0,Li-Ion,,No,1366,768,Intel,2.0,Intel Graphics,358.0,248.0,15.2,nan,,Yes,4.0,Yes,2.0,,Asus
,,Windows,14.0, LCD , No ,,,8.0,,1.0,,nan,512.0,1.2,1.0,No,65.0,3.0,Li-Ion,12.5,nan,1920,1080,AMD,6.0,AMD Graphics,322.8,212.2,15.9,Yes,1.0,Yes,5.2,nan,,,Acer
4.3,839.0, Google Chrome ,11.6, LED , No ,1.6,2.0,2.0,,1.0,1866.0,nan,16.0,1.15,1.0,Yes,,2.0,Li-Ion,11.0,No,1366,768,Intel,2.0,Intel Graphics,289.56,203.2,17.7,Yes,1.0,Yes,4.1,No,,,Samsung
3.9,6.0,Windows,15.6, LED , No ,2.3,16.0,8.0,16.0,1.0,,nan,1000.0,2.57,1.0,No,,4.0,Li-Ion,,No,1920,1080,Intel,8.0,NVIDIA,360.0,275.0,24.9,nan,,Yes,5.0,Yes,1.0,yes,Asus
4.3,1618.0,Windows,14.0, LED , No ,1.6,6.0,2.0,8.0,1.0,2400.0,nan,512.0,1.5,1.0,No,65.0,2.0,Li-Ion,,Yes,1920,1080,Intel,6.0,NVIDIA,322.0,212.0,19.9,Yes,1.0,Yes,4.2,Yes,1.0,,Asus
3.6,18.0, DOS ,15.6, LED , No ,2.3,3.0,4.0,,1.0,2133.0,HDD,1000.0,2.2,1.0,No,35.0,2.0,Li-Ion,5.0,No,1366,768,Intel,2.0,Intel Graphics,387.0,259.08,25.9,Yes,2.0,Yes,4.1,Yes,1.0,,Lenovo
,,Windows,14.0, LED , No ,2.1,4.0,8.0,12.0,2.0,2666.0,nan,256.0,1.5,1.0,No,45.0,,Li-Ion,,No,1920,1080,Intel,4.0,Intel Graphics,327.0,241.0,19.9,Yes,2.0,Yes,4.0,nan,,,Lenovo
4.1,2133.0,Windows,15.6, LED , No ,2.5,3.0,8.0,,1.0,2133.0,HDD,1000.0,1.77,1.0,nan,41.0,3.0,Li-Ion,,No,1920,1080,Intel,4.0,Intel Graphics,376.0,246.0,22.5,Yes,1.0,Yes,4.2,nan,,,HP
,,Windows,15.6, LED , No ,2.8,6.0,4.0,8.0,1.0,,nan,512.0,1.5,1.0,No,48.0,4.0,Li-Ion,,No,3840,2160,Intel,6.0,AMD Graphics,360.0,242.0,16.9,nan,,Yes,4.1,Yes,1.0,yes,Acer
,,Windows,14.0, LED , No ,2.0,12.0,8.0,,1.0,3200.0,nan,512.0,1.4,1.0,No,45.0,3.0,Li-Po,,Yes,1920,1080,AMD,8.0,AMD Graphics,324.0,213.0,15.9,Yes,2.0,Yes,5.0,Yes,1.0,yes,Asus
4.3,49.0,Windows,12.4, LED , Yes ,1.0,6.0,8.0,,1.0,,nan,128.0,1.1,1.0,nan,39.0,,Li-Ion,13.0,No,1536,1024,Intel,6.0,Intel Graphics,278.1,205.6,15.7,Yes,1.0,Yes,5.0,nan,,,Microsoft
4.4,134.0,Windows,14.0, LED , No ,4.2,8.0,8.0,,1.0,,nan,512.0,1.17,1.0,No,65.0,4.0,Li-Ion,,No,1920,1080,Intel,6.0,Intel Graphics,319.0,208.0,13.9,nan,,Yes,5.0,nan,,yes,Asus
3.7,34.0,Windows,14.0, LED , No ,,12.0,16.0,,1.0,,nan,1000.0,1.05,1.0,No,65.0,4.0,Li-Ion,,No,1920,1080,Intel,,Intel Graphics,318.9,206.98,14.9,nan,,Yes,5.0,Yes,1.0,yes,Acer
,,Windows,15.6, LED , No ,2.1,8.0,8.0,,2.0,3200.0,nan,512.0,1.66,1.0,No,57.0,4.0,Li-Ion,,No,1920,1080,AMD,6.0,AMD Graphics,357.0,233.0,19.9,Yes,3.0,Yes,5.0,Yes,1.0,,Lenovo
4.1,1553.0,Windows,15.6, LED , No ,1.6,6.0,8.0,,1.0,,HDD,1000.0,1.6,1.0,No,45.0,3.0,Li-Ion,,No,1920,1080,Intel,6.0,Intel Graphics,381.0,251.0,27.2,Yes,2.0,Yes,4.0,nan,,,Asus
4.6,6.0,Windows,14.0, LED , No ,1.6,6.0,8.0,,1.0,2133.0,nan,512.0,1.19,1.0,No,50.0,3.0,Li-Ion,,nan,1920,1080,Intel,6.0,Intel Graphics,319.0,199.0,15.9,Yes,1.0,Yes,5.0,Yes,1.0,,Asus
,,Windows,15.6, LED , Yes ,1.8,8.0,2.0,16.0,2.0,2666.0,SSD,512.0,2.09,1.0,No,90.0,6.0,Li-Ion,,Yes,3840,2160,Intel,8.0,NVIDIA,361.2,250.0,19.3,nan,,Yes,5.0,Yes,2.0,yes,HP
3.4,9.0,Windows,14.0, LED , No ,2.4,8.0,8.0,,1.0,3200.0,nan,512.0,1.4,1.0,No,71.0,4.0,Li-Ion,,No,1920,1080,Intel,6.0,Intel Graphics,320.0,214.0,18.0,nan,,Yes,5.0,Yes,2.0,,Lenovo
,,Windows,15.6, LED , No ,2.1,4.0,8.0,16.0,2.0,2666.0,nan,256.0,1.83,1.0,nan,,3.0,Li-Ion,7.0,No,1920,1080,AMD,4.0,AMD Graphics,364.0,249.0,20.0,Yes,1.0,Yes,4.1,nan,,,Dell
3.3,15.0,Windows,14.0, LED , No ,1.0,6.0,8.0,,1.0,,nan,256.0,1.6,1.0,No,30.0,2.0,Li-Ion,,No,1920,1080,Intel,6.0,Intel Graphics,327.0,241.0,20.0,Yes,1.0,Yes,4.2,nan,,,Lenovo
5.0,1.0,Windows,13.3, LED , No ,1.8,8.0,8.0,,1.0,2666.0,nan,512.0,1.29,1.0,No,65.0,,Li-Ion,,nan,1920,1080,Intel,8.0,Intel Graphics,311.9,217.2,16.9,nan,,Yes,5.0,Yes,1.0,,Lenovo
,,Windows,14.0, LED , No ,,6.0,8.0,12.0,2.0,3200.0,nan,512.0,1.41,1.0,nan,65.0,,Li-Ion,,No,1920,1080,Intel,4.0,Intel Graphics,324.2,215.7,19.9,Yes,1.0,Yes,5.0,Yes,1.0,,Lenovo
4.2,161.0,Windows,14.0, LED , Yes ,1.8,8.0,8.0,,1.0,2666.0,nan,512.0,1.58,1.0,No,41.0,3.0,Li-Ion,,Yes,1920,1080,Intel,8.0,Intel Graphics,322.0,223.0,19.7,nan,,Yes,5.0,nan,,yes,HP
4.0,1.0,Windows,15.6, LED , No ,2.4,8.0,8.0,32.0,1.0,2400.0,HDD,1000.0,2.3,1.0,No,135.0,4.0,Li-Ion,11.0,nan,1920,1080,Intel,6.0,NVIDIA,363.4,255.0,25.9,Yes,1.0,Yes,5.0,Yes,1.0,yes,Acer
4.3,207.0, Google Chrome ,14.0, LED , No ,1.6,6.0,16.0,,1.0,,nan,512.0,2.6,1.0,No,,,Li-Po,,No,1920,1080,Intel,6.0,Intel Graphics,319.024,204.978,13.7,nan,,Yes,4.0,Yes,2.0,,Asus
4.0,38.0,Windows,15.6, LED , No ,2.0,3.0,2.0,8.0,1.0,2400.0,HDD,1000.0,1.68,1.0,No,33.0,3.0,Li-Ion,,Yes,1920,1080,Intel,2.0,NVIDIA,365.0,266.0,21.9,Yes,2.0,Yes,4.0,Yes,,,Asus
3.8,28.0, DOS ,14.0, LED , No ,2.1,4.0,4.0,,1.0,2666.0,HDD,1000.0,1.5,1.0,nan,45.0,3.0,Li-Po,9.0,Yes,1920,1080,Intel,4.0,Intel Graphics,326.0,230.0,17.9,Yes,1.0,Yes,5.0,Yes,1.0,yes,Lenovo
4.3,25.0,Windows,14.0, LED , No ,4.2,8.0,2.0,8.0,1.0,,nan,512.0,1.45,1.0,No,65.0,3.0,Li-Ion,,No,1920,1080,Intel,6.0,NVIDIA,328.0,223.0,17.9,nan,,Yes,5.0,Yes,1.0,yes,Acer
3.8,73.0, DOS ,14.0, LED , No ,1.2,4.0,4.0,,1.0,2666.0,HDD,1000.0,1.52,1.0,No,41.0,3.0,Li-Ion,,No,1366,768,Intel,4.0,Intel Graphics,335.0,234.0,19.9,Yes,1.0,Yes,5.0,nan,,,HP
,, Google Chrome ,14.0, LED , No ,1.6,2.0,4.0,,,,nan,16.0,1.7,1.0,nan,45.0,3.0,Li-Po,,No,1366,768,Intel,2.0,Intel Graphics,340.0,236.0,17.8,Yes,2.0,Yes,4.0,nan,,,Acer
,,Windows,15.6, LED , No ,3.3,16.0,6.0,16.0,1.0,,nan,1000.0,2.3,1.0,No,240.0,4.0,Li-Ion,,No,1920,1080,AMD,8.0,NVIDIA,354.0,259.0,22.6,Yes,2.0,Yes,5.1,Yes,1.0,yes,Asus
,, DOS ,14.0, LED , No ,2.1,4.0,8.0,,1.0,,nan,512.0,2.1,1.0,No,,4.0,Li-Ion,,No,1920,1080,AMD,4.0,AMD Graphics,329.0,242.0,21.9,Yes,1.0,Yes,4.0,nan,,,Lenovo
,,Windows,14.0, LED , Yes ,1.8,8.0,16.0,,1.0,,nan,512.0,1.36,1.0,No,,4.0,Li-Ion,,No,2560,1440,Intel,8.0,Intel Graphics,323.0,218.0,16.0,Yes,2.0,Yes,5.0,nan,,,Lenovo
,,Windows,15.6, LED , No ,2.6,12.0,4.0,16.0,1.0,2933.0,SSD,1000.0,1.9,1.0,No,57.0,3.0,Li-Po,,No,1920,1080,Intel,8.0,NVIDIA,,,,nan,,Yes,5.0,Yes,1.0,,Lenovo
,,Windows,15.6, LED , No ,2.6,12.0,4.0,16.0,2.0,2933.0,nan,512.0,2.2,1.0,No,135.0,,Li-Ion,8.0,No,1920,1080,Intel,8.0,NVIDIA,359.0,249.6,24.9,Yes,1.0,Yes,5.0,Yes,1.0,yes,Lenovo
,,Windows,14.0, LED , No ,1.6,6.0,8.0,,1.0,2400.0,nan,512.0,1.26,1.0,No,50.0,3.0,Li-Po,,No,1920,1080,Intel,6.0,Intel Graphics,326.0,229.0,18.5,nan,,Yes,4.2,Yes,1.0,,Asus
4.5,171.0,Windows,14.0, LED , No ,1.7,6.0,8.0,,1.0,,nan,512.0,1.3,1.0,No,65.0,3.0,Li-Ion,,No,1920,1080,Intel,4.0,Intel Graphics,319.0,219.0,16.9,Yes,2.0,Yes,5.1,Yes,1.0,,MSI
,14.0,Windows,15.6, LED , No ,2.6,6.0,4.0,8.0,1.0,1600.0,HDD,1000.0,2.5,1.0,Yes,,6.0,Li-Ion,,No,1920,1080,Intel,4.0,NVIDIA,383.0,265.0,25.3,Yes,1.0,Yes,4.0,nan,,yes,Dell
3.8,75.0,Windows,15.6, LED , No ,1.2,4.0,8.0,,2.0,2666.0,HDD,1000.0,2.2,1.0,No,,3.0,Li-Ion,,No,1920,1080,Intel,4.0,Intel Graphics,340.0,258.0,22.0,Yes,1.0,Yes,5.0,Yes,,yes,Dell
4.2,310.0, Google Chrome ,11.6, LED ,,1.1,4.0,4.0,,1.0,,nan,64.0,1.2,1.0,No,45.0,3.0,Li-Ion,,nan,1366,768,Intel,2.0,Intel Graphics,292.0,199.0,19.5,Yes,1.0,Yes,5.0,Yes,1.0,,Asus
4.0,1.0, DOS ,15.6, LED , No ,1.6,6.0,2.0,16.0,1.0,2400.0,HDD,1000.0,1.86,1.0,Yes,41.0,4.0,Li-Ion,11.5,No,1920,1080,Intel,6.0,AMD Graphics,380.0,253.8,23.8,Yes,1.0,Yes,4.0,No,,,HP
4.3,527.0, DOS ,15.6, LED , No ,2.5,3.0,8.0,16.0,1.0,2133.0,HDD,2000.0,2.2,1.0,Yes,65.0,2.0,Li-Ion,,No,1366,768,Intel,4.0,NVIDIA,,,,Yes,2.0,Yes,4.1,No,,,Lenovo
,,Windows,15.6, LED , No ,3.3,16.0,6.0,16.0,1.0,,nan,1000.0,2.3,1.0,No,240.0,4.0,Li-Ion,,No,1920,1080,AMD,8.0,NVIDIA,354.0,259.0,22.6,Yes,2.0,Yes,5.1,Yes,1.0,yes,Asus
3.5,246.0,Windows,14.0, LED , No ,2.3,4.0,8.0,,1.0,,nan,512.0,1.25,1.0,No,36.7,6.0,Li-Ion,,No,1920,1080,AMD,4.0,AMD Graphics,318.0,216.0,19.0,Yes,1.0,Yes,4.2,nan,,,Avita
4.6,5.0,Windows,14.0, LED , No ,2.7,,4.0,,1.0,3200.0,nan,256.0,1.5,1.0,No,42.0,3.0,Li-Ion,,Yes,1920,1080,AMD,4.0,AMD Graphics,324.0,22.0,18.0,Yes,1.0,Yes,5.0,nan,,,Asus
3.6,12.0,Windows,15.6, LED , No ,2.4,8.0,8.0,16.0,2.0,2666.0,HDD,1000.0,1.83,1.0,No,,3.0,Li-Ion,7.0,No,1920,1080,Intel,6.0,NVIDIA,364.0,249.0,20.0,Yes,1.0,Yes,5.0,nan,,,Dell
4.1,100.0,Windows,15.6, LED , No ,2.3,3.0,4.0,32.0,1.0,,nan,256.0,1.8,1.0,No,45.0,4.0,Li-Ion,8.0,No,1920,1080,Intel,2.0,Intel Graphics,363.4,247.5,17.9,Yes,2.0,Yes,4.0,Yes,1.0,,Acer
,3.0,Windows,15.6, LED , No ,2.6,5.0,8.0,,1.0,2400.0,HDD,1000.0,1.86,1.0,No,65.0,2.0,Li-Ion,,No,1920,1080,AMD,2.0,AMD Graphics,362.2,253.4,19.9,Yes,1.0,Yes,5.0,nan,,,Lenovo
3.7,44.0,Windows,15.6, LED , No ,2.3,8.0,8.0,16.0,1.0,2400.0,HDD,1000.0,2.3,1.0,No,52.0,3.0,Li-Ion,9.5,No,1920,1080,Intel,6.0,NVIDIA,360.0,267.0,24.2,nan,,Yes,4.1,Yes,1.0,,Lenovo
,,Windows,13.3, LED , No ,1.6,6.0,8.0,,1.0,,nan,512.0,1.27,1.0,No,45.0,6.0,Li-Ion,14.0,No,1920,1080,Intel,6.0,Intel Graphics,302.0,189.0,18.3,Yes,1.0,Yes,5.0,Yes,1.0,,Asus
,, Google Chrome ,11.6, LED , Yes ,1.1,4.0,4.0,,1.0,,nan,64.0,1.2,1.0,No,,3.0,Li-Ion,10.0,No,1366,768,Intel,2.0,Intel Graphics,297.18,205.74,20.6,nan,,Yes,5.0,Yes,2.0,,Acer
4.4,996.0,Windows,14.0, LED , No ,1.8,8.0,8.0,16.0,1.0,2400.0,HDD,1000.0,1.4,1.0,No,42.0,3.0,Li-Po,,Yes,1920,1080,Intel,6.0,NVIDIA,323.0,226.0,18.0,Yes,2.0,Yes,4.2,Yes,1.0,,Asus
,3.0,Windows,13.3, LED , Yes ,2.5,3.0,8.0,,1.0,2133.0,nan,256.0,1.3,1.0,No,48.0,4.0,Li-Ion,,Yes,1920,1080,Intel,4.0,Intel Graphics,309.9,213.4,15.2,Yes,2.0,Yes,4.1,Yes,1.0,,Lenovo
4.1,18.0,Windows,14.0, LED , No ,3.0,8.0,4.0,8.0,1.0,3200.0,nan,512.0,1.6,1.0,No,76.0,4.0,Li-Ion,,nan,1920,1080,AMD,6.0,NVIDIA,324.0,222.0,17.9,Yes,1.0,Yes,5.0,Yes,1.0,yes,Asus
4.2,297.0,Windows,15.6, LED , No ,1.6,6.0,2.0,32.0,1.0,2400.0,HDD,1000.0,1.8,1.0,No,65.0,4.0,Li-Ion,10.0,nan,1920,1080,Intel,6.0,NVIDIA,359.0,243.0,16.4,Yes,1.0,Yes,4.2,Yes,1.0,yes,Acer
,,Windows,14.0, LED , No ,2.4,3.0,4.0,,1.0,2133.0,HDD,1000.0,1.43,1.0,No,65.0,3.0,Li-Ion,,No,1920,1080,Intel,2.0,Intel Graphics,324.0,225.9,19.9,nan,,Yes,4.2,Yes,1.0,,HP
,1.0,Windows,15.6, LED , No ,3.0,8.0,4.0,8.0,1.0,,nan,512.0,2.25,1.0,No,45.0,3.0,Li-Ion,,nan,1920,1080,Intel,6.0,NVIDIA,360.0,252.0,24.0,Yes,1.0,Yes,5.0,Yes,1.0,yes,Lenovo
,,Windows,17.3, LED , No ,2.7,12.0,4.0,32.0,2.0,2933.0,nan,512.0,2.6,1.0,No,,4.0,Li-Ion,,No,1920,1080,Intel,6.0,NVIDIA,399.0,269.0,24.8,Yes,3.0,Yes,5.2,nan,,yes,Asus
4.0,268.0,Windows,15.6, LED , No ,2.5,4.0,4.0,,1.0,2133.0,HDD,1000.0,2.2,1.0,No,45.0,3.0,Li-Ion,,No,1366,768,AMD,2.0,AMD Graphics,380.0,258.0,22.7,Yes,1.0,Yes,4.1,nan,,,Dell
3.4,271.0,Windows,14.0, LED , No ,1.2,4.0,4.0,,1.0,2666.0,HDD,1000.0,1.51,1.0,No,65.0,3.0,Li-Ion,,No,1920,1080,Intel,4.0,Intel Graphics,324.0,225.9,19.9,nan,,Yes,4.2,Yes,1.0,,HP
,, DOS ,14.0, LED , No ,2.5,4.0,4.0,,1.0,2400.0,HDD,1000.0,2.1,1.0,No,37.0,3.0,Li-Ion,,No,1366,768,AMD,2.0,AMD Graphics,335.0,234.0,19.9,Yes,1.0,Yes,4.2,nan,,,HP
4.4,617.0,Windows,15.6, LED , No ,2.3,8.0,4.0,16.0,1.0,2400.0,HDD,1000.0,2.7,1.0,No,135.0,4.0,Li-Ion,,No,1920,1080,Intel,6.0,NVIDIA,390.0,266.0,26.8,Yes,2.0,Yes,4.2,nan,,yes,Acer
,,Windows,14.0, LED , No ,4.8,12.0,16.0,,1.0,4266.0,nan,1000.0,1.57,1.0,No,,4.0,Li-Po,17.0,No,1920,1080,Intel,,Intel Graphics,324.0,222.0,17.0,Yes,3.0,Yes,5.0,nan,,yes,Asus
4.7,33.0,Windows,14.0, LED , Yes ,2.4,8.0,8.0,,1.0,4266.0,nan,512.0,1.62,1.0,No,65.0,4.0,Li-Ion,,No,1920,1080,Intel,6.0,Intel Graphics,324.0,222.0,16.9,nan,,Yes,5.0,nan,,yes,Asus
4.1,14.0,Windows,15.6, LED , No ,2.6,12.0,6.0,16.0,2.0,2933.0,SSD,1000.0,2.14,1.0,No,200.0,6.0,Li-Po,,No,1920,1080,Intel,8.0,NVIDIA,357.9,236.8,18.4,Yes,2.0,Yes,5.0,nan,,yes,HP
4.3,109.0,Windows,15.6, LED , No ,1.6,6.0,2.0,8.0,2.0,2400.0,HDD,1000.0,1.8,1.0,No,65.0,3.0,Li-Ion,12.0,nan,1920,1080,Intel,6.0,NVIDIA,358.0,245.0,17.0,nan,,Yes,5.0,Yes,1.0,yes,Lenovo
4.2,34.0,Windows,13.3, LED , No ,1.6,6.0,8.0,,1.0,2400.0,nan,512.0,1.19,1.0,No,50.0,3.0,Li-Po,14.0,No,1920,1080,Intel,6.0,Intel Graphics,302.0,189.0,16.9,Yes,1.0,Yes,5.0,Yes,1.0,yes,Asus
4.1,295.0, Ubuntu ,15.6, LED , No ,2.5,3.0,2.0,16.0,1.0,2400.0,HDD,1000.0,2.1,1.0,Yes,40.0,4.0,Li-Ion,,No,1366,768,Intel,4.0,AMD Graphics,380.0,260.3,25.1,Yes,1.0,Yes,4.1,Yes,,,Dell
,,Windows,15.6, LED , No ,2.3,16.0,8.0,32.0,1.0,2666.0,nan,1000.0,2.1,1.0,No,230.0,4.0,Li-Ion,,Yes,3840,2160,Intel,8.0,NVIDIA,358.0,248.0,19.8,Yes,2.0,Yes,5.1,Yes,1.0,,MSI
4.4,377.0,Windows,15.6, LED , No ,2.3,8.0,4.0,16.0,1.0,2666.0,HDD,1000.0,2.1,1.0,No,56.0,4.0,Li-Ion,,No,1920,1080,Intel,6.0,NVIDIA,380.0,258.0,22.7,Yes,1.0,Yes,4.2,Yes,,,Dell
4.1,2257.0, DOS ,15.6, LED , No ,2.0,3.0,4.0,8.0,2.0,1600.0,HDD,1000.0,2.19,1.0,Yes,65.0,4.0,Li-Po,4.5,No,1366,768,Intel,2.0,Intel Graphics,384.0,254.0,24.3,Yes,2.0,Yes,4.0,nan,,,HP
3.3,21.0,Windows,15.6, LED , No ,2.6,12.0,8.0,32.0,1.0,,HDD,1000.0,2.3,1.0,No,57.5,4.0,Li-Ion,,nan,1920,1080,Intel,8.0,NVIDIA,363.0,255.0,23.9,Yes,1.0,Yes,5.0,Yes,1.0,yes,Acer
3.7,57.0,Windows,15.6, LED , No ,1.2,6.0,8.0,,2.0,2400.0,HDD,1000.0,1.83,1.0,No,42.0,3.0,Li-Ion,,No,1920,1080,Intel,4.0,Intel Graphics,355.0,248.0,17.7,Yes,1.0,Yes,4.1,nan,,,Dell
4.1,16.0,Windows,15.6, LED , No ,,,8.0,,1.0,,HDD,1000.0,1.8,1.0,nan,65.0,3.0,Li-Ion,,Yes,1920,1080,AMD,6.0,AMD Graphics,359.8,235.3,18.6,Yes,2.0,Yes,5.0,Yes,1.0,yes,Asus
4.1,96.0,Windows,13.3, LED , Yes ,1.1,6.0,8.0,,1.0,3200.0,nan,512.0,1.27,1.0,No,65.0,4.0,Li-Po,,Yes,1920,1080,Intel,6.0,Intel Graphics,306.0,194.5,16.9,nan,,Yes,5.0,Yes,2.0,yes,HP
,,Windows,14.0, LED , No ,,8.0,8.0,,1.0,4266.0,nan,512.0,1.17,1.0,No,67.0,4.0,Li-Ion,22.0,No,1920,1080,Intel,6.0,Intel Graphics,319.0,208.0,13.9,Yes,3.0,Yes,5.0,Yes,2.0,yes,Asus
4.4,37.0,Windows,15.6, LED , No ,1.6,6.0,2.0,8.0,1.0,2133.0,nan,512.0,1.55,1.0,No,65.0,3.0,Li-Ion,,No,1920,1080,Intel,6.0,NVIDIA,322.0,230.0,17.9,Yes,2.0,Yes,4.0,Yes,1.0,,Lenovo
4.5,190.0,Windows,15.6, LED , No ,3.0,11.0,8.0,16.0,2.0,3200.0,HDD,1000.0,2.2,1.0,No,135.0,,Li-Po,,No,1920,1080,AMD,6.0,NVIDIA,359.0,249.6,24.9,nan,,Yes,5.0,Yes,1.0,yes,Lenovo
4.5,13249.0,Windows,15.6, LED , No ,2.4,8.0,8.0,32.0,1.0,,nan,512.0,2.15,1.0,No,48.0,3.0,Li-Ion,,No,1920,1080,Intel,6.0,NVIDIA,363.0,254.0,23.0,Yes,1.0,Yes,4.1,Yes,1.0,yes,Acer
4.6,1863.0,Windows,15.6, LED , No ,2.6,12.0,16.0,32.0,2.0,2666.0,HDD,1000.0,2.4,1.0,No,150.0,3.0,Li-Ion,,No,1920,1080,Intel,8.0,NVIDIA,360.0,275.0,25.8,nan,,Yes,5.0,No,,yes,Asus
4.3,153.0,Windows,15.6, LED , No ,2.6,4.0,4.0,,1.0,2400.0,nan,512.0,1.69,1.0,No,65.0,3.0,Li-Ion,,No,1920,1080,AMD,2.0,AMD Graphics,358.5,242.0,17.9,Yes,2.0,Yes,4.2,nan,,,HP
3.6,20.0,Windows,13.4, LED , No ,1.0,6.0,8.0,,1.0,,nan,512.0,1.2,1.0,No,45.0,3.0,Li-Ion,,nan,1920,1080,Intel,6.0,Intel Graphics,294.0,198.0,12.7,nan,,Yes,5.0,Yes,1.0,,Dell
4.0,5.0,Windows,15.6, LED , No ,,12.0,8.0,32.0,1.0,3200.0,nan,1000.0,2.0,1.0,nan,200.0,4.0,Li-Ion,,No,1920,1080,Intel,,NVIDIA,360.0,252.0,19.9,Yes,2.0,Yes,5.1,nan,,yes,Asus
3.9,2175.0,Windows,15.6, LED , No ,2.3,3.0,4.0,16.0,1.0,2400.0,HDD,1000.0,2.4,1.0,No,42.0,3.0,Li-Ion,,No,1366,768,Intel,2.0,Intel Graphics,380.0,258.0,22.7,Yes,1.0,Yes,4.1,Yes,,,Dell
,,Windows,15.6, LED , No ,,24.0,8.0,16.0,1.0,,nan,1000.0,2.38,1.0,nan,240.0,4.0,Li-Ion,,No,2560,1440,Intel,,NVIDIA,358.0,267.0,23.4,Yes,2.0,Yes,5.2,Yes,1.0,,MSI
