Rating,No_of_ratings,Name,specs0,specs1,specs2,specs3,specs4,specs5,specs6,specs7,specs8,specs9,specs10,specs11,specs12,specs13,specs14,specs15,specs16,specs17,specs18,specs19,specs20,specs21,specs22,specs23,specs24,specs25,specs26,specs27,specs28,specs29,specs30,specs31,specs32,specs33,specs34,specs35
null,3 Ratings,Key Specs & Features of Dell 15 5370 (Intel Core i5 (8th Gen) 8GB Windows 10), Windows 10 Home Basic , 13.3 inch(33.78 cm) , 1920 x 1080 pixels , LED , LED Backlit IPS Display , No , Intel Core i5 (8th Gen) , 8250U , 1.6GHz , 6 MB , Intel UHD 620 , 8GB ,null,1, DDR4 , 2400MHz ,null, 256GB , 1.4 Kg , 323.9 x 219.9 x 15.8 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null,null, Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Illuminate Backlit keyboard , Yes 
null,null,Key Specs & Features of Asus UX391FA-XH74T (Intel Core i7 (8th Gen) 16GB Windows 10), Windows 10 Home Basic , 13.3 inch , 3840 x 2160 pixels , LED , U LED WideView NanoEdge Bezel Display , Yes , Intel Core i7 (8th Gen) , 8565U , 1.8GHz , 8 MB , Intel UHD 620 , 16GB ,null,1, LPDDR3 , 2133MHz ,null, 512GB , 1.04 Kg , 309.88 x 213.36 x 12.7 , Deep Dive Blue , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 2 ", Headphone + Microphone Combo Jack , 50 W AC Adapter W , 4 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Illuminated Chiclet Keyboard (1.2mm key travel) , Yes 
4.3,149 Ratings,Key Specs & Features of HP x360 14-cd0080tu (4LS22PA) (Intel Core i5 (8th Gen) 8GB 1TB HDD Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , Diagonal F IPS micro-edge WLED-Backlit Multitouch-Enabled Edge-to-Edge Glass Display , Yes , Intel Core i5 (8th Gen) , 8250U , 1.6GHz , 6 MB , Intel UHD 620 , 8GB , Up to 16GB ,1, DDR4 , 2133MHz , HDD SATA , 1TB , 1.59 Kg , 323.5 x 224.2 x 19.7 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", Yes , No , Headphone + Microphone Combo Jack , 41 W AC Adapter W , 3 Cell , Li-Ion ,null, HP Imagepad with Multi-touch Gesture Support , Full-Size Island-Style Backlit Keyboard ,null
null,null,Key Specs & Features of HP 13-aq1020tx (8JU78PA) (Intel Core i7 (10th Gen) 16GB 2GB Graphics Windows 10), Windows 10 Home Basic , 13.3 inch(33.78 cm) , 1920 x 1080 pixels , LED , LED Backlit BrightView Micro Edge Display , Yes , Intel Core i7 (10th Gen) , 10510U , 1.8GHz , 8 MB , NVIDIA Geforce MX250 , 2 GB , 16GB ,1, DDR4 , 2400MHz , SSD M.2/Optane , 512GB , 1.2 Kg , 307 x 211 x 14.7 , Natural Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with multi-touch gesture support , Full Size Island-style Keyboard , No 
4.8,8 Ratings,Key Specs & Features of HP x360 14-dh0044TX (6TZ56PA) (Intel Core i3 (8th Gen) 4GB 1TB HDD 2GB Graphics Windows 10), Windows 10 Home Basic , 14 inch , 1920 x 1080 pixels , LED , Diagonal F IPS Anti-glare Micro-edge WLED-Backlit Display , Yes , Intel Core i3 (8th Gen) , 8145U , 2.1GHz , 4 MB , NVIDIA Geforce MX130 , 2 GB , 4GB ,1, DDR4 , 2400MHz , HDD SATA , 1TB , 1.59 Kg , 324 x 222.9 x 19.7 , Mineral Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 41 W AC Adapter W , 3 Cell , Li-Ion ,null, HP Imagepad with multi-touch gesture support; Precision Touchpad Support , Full-size island-style natural silver backlit keyboard , Yes 
4.5,11 Ratings,Key Specs & Features of HP x360 14-dh0043TX (6UC33PA) (Intel Core i5 (8th Gen) 8GB 1TB HDD 2GB Graphics Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , Diagonal F IPS Anti-glare Micro-edge WLED-Backlit Display , Yes , Intel Core i5 (8th Gen) , 8265U , 1.6GHz , 6 MB , NVIDIA Geforce MX130 , 2 GB , 8GB ,1, DDR4 , 2400MHz , HDD SATA , 1TB , 1.59 Kg , 324 x 222.9 x 19.7 , Mineral Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 41 W AC Adapter W , 3 Cell , Li-Ion ,null, HP Imagepad with multi-touch gesture support; Precision Touchpad Support , Full-size island-style natural silver backlit keyboard , Yes 
null,null,Key Specs & Features of MSI GL63 9SD-1043IN (Intel Core i5 (9th Gen) 8GB 1TB HDD 6GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch , 1920 x 1080 pixels , LED , LED Wide View Display , No , Intel Core i5 (9th Gen) , 9300H , 2.4GHz , 8 MB , NVIDIA Geforce GTX 1660 Ti , 6 GB , 8GB ,1, DDR4 , 2666MHz , HDD SATA , 1TB , 2.22 Kg , 383 x 260 x 29.5 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 51 W AC Adapter W , 6 Cell , Li-Ion ,null, Touchpad with multi-touch gesture support , Gaming Backlit Keyboard , No 
4.4,74 Ratings,Key Specs & Features of HP x360-14-dh1008 (8GA83PA) (Intel Core i3 (10th Gen) 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , Diagonal F IPS micro-edge WLED-backlit multitouch-enabled edge-to-edge glass Display , Yes , Intel Core i3 (10th Gen) , 10110U , 2.1GHz , 4 MB , Intel UHD , 4GB ,null,1, DDR4 , 2666MHz , HDD SATA , 1TB , 1.59 Kg , 324 x 222.9 x 20.5 , Natural Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with multi-touch gesture support , Standard Notebook Keyboard ,null
4,17 Ratings,Key Specs & Features of Asus G731GT-AU006T (Intel Core i7 (9th Gen) 16GB 1TB HDD 4GB Graphics Windows 10), Windows 10 Home Basic , 17.3 inch , 1920 x 1080 pixels , LED , LED Backlit Anti-Glare Display , No , Intel Core i7 (9th Gen) , 9750H , 2.6GHz , 12 MB , NVIDIA GeForce GTX 1650 , 4 GB , Up to 32GB ,1, DDR4 , 2666MHz , HDD SATA , 1TB , 2.85 Kg , 399 x 293 x 26 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 150 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming RGB Backlit Keyboard , No 
4.9,17 Ratings,Key Specs & Features of MSI GE75 Raider 9SG-610IN (Intel Core i7 (9th Gen) 16GB 1TB HDD 8GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch , 1920 x 1080 pixels , LED , LED Backlit Anti-Glare Display , No , Intel Core i7 (9th Gen) , 9750H , 2.6GHz , 12 MB , NVIDIA GeForce RTX 2070 , 8 GB , Up to 32GB ,1, DDR4 , 2400MHz , HDD SATA , 1TB , 2.4 Kg , 381 x 261.62 x 24.5 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 51 W AC Adapter W , 6 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
4.8,47 Ratings,Key Specs & Features of MSI GP75 Leopard 9SE-485IN (Intel Core i7 (9th Gen) 16GB 1TB HDD 6GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Backlit Anti-Glare Display , No , Intel Core i7 (9th Gen) , 9750H , 2.6GHz , 12 MB , NVIDIA GeForce RTX 2060 , 6 GB , Up to 32GB ,1, DDR4 , 2400MHz , HDD SATA , 1TB , 2.4 Kg , 381 x 261.62 x 24.5 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 51 W AC Adapter W , 6 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
4.8,4 Ratings,Key Specs & Features of MSI GF75 Thin 9SC-095IN (Intel Core i7 (9th Gen) 8GB 1TB HDD 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch , 1920 x 1080 pixels , LED , LED Backlit Anti-Glare Display , No , Intel Core i7 (9th Gen) , 9750H , 2.6GHz , 12 MB , NVIDIA GeForce GTX 1650 , 4 GB , Up to 32GB ,1, DDR4 , 2400MHz , HDD SATA , 1TB , 2.4 Kg , 381 x 261.62 x 24.5 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 51 W AC Adapter W , 6 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
5,5 Ratings,Key Specs & Features of MSI GE63 8SF-248IN (Intel Core i7 (8th Gen) 16GB 1TB HDD 8GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch , 1920 x 1080 pixels , LED , LED Backlit Anti-Glare IPS Display , No , Intel Core i7 (8th Gen) , 8750H , 2.2GHz , 9 MB , NVIDIA GeForce RTX 2070 , 8 GB , Up to 32GB ,1, DDR4 , 2400MHz , HDD SATA , 1TB , 2.62 Kg , 383 x 260 x 29.5 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 180 W AC Adapter W , 6 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Gaming Keyboard , No 
null,null,Key Specs & Features of MSI GL63 9SC-216IN (Intel Core i7 (9th Gen) 8GB 1TB HDD 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch , 1920 x 1080 pixels , LED , IPS LED Wideview Anti-glare Display , No , Intel Core i7 (9th Gen) , 9750H , 2.6GHz , 12 MB , NVIDIA GeForce GTX 1650 , 4 GB , Up to 64GB ,2, DDR4 , 2666MHz , HDD SATA , 1TB , 2.2 Kg , 383 x 260 x 29.5 , Black , 2 Years ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null, 6 Cell , Li-Ion ,null, Touchpad with multi-touch gesture support , Gaming Backlit Keyboard , No 
null,null,Key Specs & Features of MSI GL63 9SC-216IN (Intel Core i7 (9th Gen) 8GB 1TB HDD 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch , 1920 x 1080 pixels , LED , IPS LED Wideview Anti-glare Display , No , Intel Core i7 (9th Gen) , 9750H , 2.6GHz , 12 MB , NVIDIA GeForce GTX 1650 , 4 GB , Up to 64GB ,2, DDR4 , 2666MHz , HDD SATA , 1TB , 2.2 Kg , 383 x 260 x 29.5 , Black , 2 Years ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null, 6 Cell , Li-Ion ,null, Touchpad with multi-touch gesture support , Gaming Backlit Keyboard , No 
null,null,Key Specs & Features of MSI GL63 9SC-216IN (Intel Core i7 (9th Gen) 8GB 1TB HDD 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch , 1920 x 1080 pixels , LED , IPS LED Wideview Anti-glare Display , No , Intel Core i7 (9th Gen) , 9750H , 2.6GHz , 12 MB , NVIDIA GeForce GTX 1650 , 4 GB , Up to 64GB ,2, DDR4 , 2666MHz , HDD SATA , 1TB , 2.2 Kg , 383 x 260 x 29.5 , Black , 2 Years ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null, 6 Cell , Li-Ion ,null, Touchpad with multi-touch gesture support , Gaming Backlit Keyboard , No 
4,25 Ratings,Key Specs & Features of Asus G531GU-ES104T (Intel Core i7 (9th Gen) 16GB 1TB HDD 6GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch , 1920 x 1080 pixels , LED , LED Backlit Anti-Glare Display , No , Intel Core i7 (9th Gen) , 9750H , 2.6GHz , 12 MB , NVIDIA GeForce GTX 1660 Ti , 6 GB , Up to 32GB ,1, DDR4 , 2666MHz , HDD SATA , 1TB , 2.57 Kg , 360 x 275 x 24.9 , Gun Metal , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 230 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming RGB Backlit Keyboard , No 
4.7,96 Ratings,Key Specs & Features of MSI GL63 8RE-455IN (Intel Core i7 (8th Gen) 16GB 1TB HDD 6GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Backlit Wideview Anti-glare Display , No , Intel Core i7 (8th Gen) , 8750H , 2.2GHz , 9 MB , NVIDIA GeForce GTX 1060 , 6 GB , Up to 32GB ,2, DDR4 , 2400MHz , HDD SATA , 1TB , 1.86 Kg , 359 x 254 x 21.7 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 51 W AC Adapter W , 3 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Keyboard , No 
null,null,Key Specs & Features of HP Elite Dragonfly (9MV10PA) (Intel Core i7 (8th Gen) 16GB Windows 10), Windows 10 Home Basic , 13.3 inch , 1920 x 1080 pixels , LED , LED Display , Yes , Intel Core i7 (8th Gen) , 8565U , 1.8GHz , 8 MB , Intel UHD 620 , 16GB ,null,1, DDR4 , 2133MHz ,null, 1TB , 1.25 Kg ,null, Iridescent Dragonfly Blue , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 2 ", Headphone + Microphone Combo Jack ,null,null, Li-Po ,null, Touchpad with multi-touch gesture support ," HP Premium Collaboration Keyboard, full-size, spill-resistant, backlit and DuraKeys ", No 
4.5,48 Ratings,Key Specs & Features of Asus S410UA-EB720T (Intel Core i7 (8th Gen) 8GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , LED Backlit Wideview Anti-Glare TN Display , No , Intel Core i7 (8th Gen) , 8550U , 1.8GHz , 8 MB , Intel UHD 620 , 8GB , Up to 16GB ,1, DDR4 , 2133MHz ,null, 256GB , 1.3 Kg , 326 x 226 x 18 , Grey Metal , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Illuminated Chiclet Keyboard , Yes 
null,null,Key Specs & Features of Asus S510UN-MS52 (Intel Core i5 (8th Gen) 8GB 2GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch , 1920 x 1080 pixels , LED , LED Backlit IPS Display , No , Intel Core i5 (8th Gen) , 8250U , 1.6GHz , 6 MB , NVIDIA GeForce MX150 , 2 GB , 8GB ,1, DDR4 , 2400MHz ,null, 256GB , 1.7 Kg , 361.4 x 243.5 x 17.9 , Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 42 W AC Adapter V , 3 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , Yes 
null,17 Ratings,Key Specs & Features of Acer SW5-271-64V2 (NT.L7FAA.006) (Intel Core M 4GB Windows 8.1), Windows 8.1 , 15.2 inch , 1920 x 1080 pixels , LED , Active Matrix TFT Color LCD IPS LED Display , Yes , Intel Core M , M-5Y10c , 1.0GHz , 4MB L3 MB , HD Graphics 5300 , 4GB ,null,1, LPDDR3 , 1866MHz ,null, 128GB , 1.4 Kg , 317.5 x 221 x 15.2 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", Yes , No , Headphone + Microphone Combo Jack , 45 W AC Adapter W ,null, Li-Ion , 6 Hrs , Touchpad with Multi-touch Gestures support ,null,null
3.6,4 Ratings,Key Specs & Features of Acer SP513-52N-5621 (NX.GR7AA.002) (Intel Core i5 (8th Gen) 8GB Windows 10), Windows 10 Home Basic , 13.3 inch , 1920 x 1080 pixels , LED , Diagonal IPS WLED-Backlit Multitouch-Enabled Edge-to-Edge Glass Display , Yes , Intel Core i5 (8th Gen) , 8250U , 1.6GHz , 6 MB , Intel UHD 620 , 8GB ,null,1, DDR4 , 2133MHz ,null, 256GB , 1.6 Kg , 324.55 x 226.06 x 16 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", Yes , No , Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-touch Gesture Support , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Acer CB5-132T-C8ZW (NX.G54AA.012) (Intel Celeron Dual Core 4GB ), Google Chrome , 11.6 inch , 1366 x 768 pixels , LED , LED IPS Display , Yes , Intel Celeron Dual-Core , N3060 , 1.6GHz , 2 MB , Intel HD 400 , 4GB ,null,1, DDR3 , 1600MHz ,null, 16GB , 1.25 Kg , 293.87 x 203.96 x 19.3 , White , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", Yes , No , Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-touch Gesture Support , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Asus FA706IH-H7031T (Ryzen 7 8GB 1TB HDD 4GB Graphics Windows 10), Windows 10 Home Basic , 17.3 inch(43.94 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , AMD Hexa-Core Ryzen 5 , 4600H , 3.0GHz , 8 MB , NVIDIA GeForce GTX 1650 , 4 GB , 8GB ,1, DDR4 ,null, HDD SATA , 1TB , 2.6 Kg , 399 x 269 x 25.2 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 150 W AC Adapter W , 3 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
null,null,Key Specs & Features of Asus FA706IH-H7031T (Ryzen 7 8GB 1TB HDD 4GB Graphics Windows 10), Windows 10 Home Basic , 17.3 inch(43.94 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , AMD Hexa-Core Ryzen 5 , 4600H , 3.0GHz , 8 MB , NVIDIA GeForce GTX 1650 , 4 GB , 8GB ,1, DDR4 ,null, HDD SATA , 1TB , 2.6 Kg , 399 x 269 x 25.2 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 150 W AC Adapter W , 3 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
null,null,Key Specs & Features of Asus FA706IH-H7031T (Ryzen 7 8GB 1TB HDD 4GB Graphics Windows 10), Windows 10 Home Basic , 17.3 inch(43.94 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , AMD Hexa-Core Ryzen 5 , 4600H , 3.0GHz , 8 MB , NVIDIA GeForce GTX 1650 , 4 GB , 8GB ,1, DDR4 ,null, HDD SATA , 1TB , 2.6 Kg , 399 x 269 x 25.2 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 150 W AC Adapter W , 3 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
4,267 Ratings,Key Specs & Features of Asus X507MA-BR072T (Intel Celeron Dual Core 4GB 1TB HDD Windows 10), Windows 10 , 15.6 inch(39.62 cm) , 1366 x 768 pixels , LED , LED Backlit Wideview Anti-glare Display , No , Intel Celeron Dual-Core , N4000 , 1.1GHz , 4 MB , Intel UHD 600 , 4GB , Up to 8GB , 1 SO-DIMM , DDR4 , 2400MHz , HDD SATA , 1TB , 1.68 Kg , 365 x 266 x 21.9 ," Icicle Gold, Star Grey ", 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n "," Yes, 4.0 ", Yes , No , Headphone + Microphone Combo Jack , 33 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-touch Gesture Support , Chiclet keyboard , Yes 
null,null,Key Specs & Features of HP 250 G5 (1PN13PA) (Intel Core i3 (6th Gen) 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch , 1366 x 768 pixels , LED , LED backlit Display , No , Intel Core i3 (6th Gen) , 6006U , 2.0GHz , 3MB L3 MB , Intel HD 520 , 4GB ,null, 1 DIMM , DDR4 , 2133MHz , HDD SATA , 1TB , 2 Kg , 384.3 x 254.6 x 24.3 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n "," Yes, 4.0 ", Yes ,null, Headphone + Microphone Combo Jack , 65 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-touch Gestures support , Standard Notebook Keypad , No 
4.2,19 Ratings,Key Specs & Features of Asus X510UN-EJ328T (Intel Core i5 (8th Gen) 8GB 1TB HDD 2GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , Anti-Glare LED Display , No , Intel Core i5 (8th Gen) , 8250U , 1.6GHz , 6 MB , NVIDIA GeForce MX150 , 2 GB , Up to 16GB ,1, DDR4 , 2133MHz , HDD SATA , 1TB , 1.5 Kg , 361.4 x 243.5 x 19.4 , Gold , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 42 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Chiclet Keyboard ,null
null,null,Key Specs & Features of HP 450 G4 (1AA13PA) (Intel Core i3 (7th Gen) 4GB 1TB HDD 2GB Graphics ), DOS , 15.6 inch , 1366 x 768 pixels , LED , SVA anti-glare slim LED-backlit Display , No , Intel Core i3 (7th Gen) , 7100U , 2.4GHz , 3 MB , NVIDIA GeForce 930MX , 2 GB , Up to 8GB ,null, DDR4 , 2133MHz , HDD SATA , 1TB , 2.04 Kg , 382 x 263 x 24.4 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", Yes ,null, Headphone Jack , 65 W AC Adapter W , 3 Cell , Li-Ion ,null, Clickpad with Multi-touch Gestures support (3 finger flick) , Full Size Keyboard , No 
null,null,Key Specs & Features of MSI GL62M 7REX (Intel Core i7 (7th Gen) 8GB 1TB HDD 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED IPS Display , No , Intel Core i7 (7th Gen) , 7700HQ , 2.8GHz , 6 MB , NVIDIA GeForce GTX 1050 Ti , 4 GB , Up to 32GB ,1, DDR4 , 2400MHz , HDD SATA , 1TB , 2.2 Kg , 383 x 260 x 22 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", Yes , No , Headphone + Microphone Combo Jack , 41 W AC Adapter W , 6 Cell , Li-Ion ,null, Touchpad with Multi-touch Gesture support , Steel Series Single backlight with Anti-Ghost key + silver lining ,null
null,null,Key Specs & Features of Asus X510UA-EJ927T (Intel Core i3 (8th Gen) 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch , 1920 x 1080 pixels , LED , LED Display , No , Intel Core i3 (8th Gen) , 8130U , 2.2GHz , 4 MB , Intel UHD 620 , 4GB ,null,1, DDR4 , 2133MHz , HDD SATA , 1TB , 2 Kg ,null, Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 42 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , Yes 
null,null,Key Specs & Features of Lenovo 520 (81BL0072IN) (Intel Core i5 (8th Gen) 8GB 1TB HDD 2GB Graphics Windows 10), Windows 10 Home Basic , 14 inch , 1920 x 1080 pixels , LED , F IPS Anti Glare Slim Display , No , Intel Core i5 (8th Gen) , 8250U , 1.6GHz , 6 MB , NVIDIA GeForce N16S , 2 GB , Up to 16GB ,1, DDR4 , 2400MHz , HDD SATA , 1TB , 1.7 Kg ,null, Mineral Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", Yes , No , Headphone + Microphone Combo Jack , 52 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-touch Gesture support , Standard Notebook Keyboard , Yes 
